COST,Costco Wholesale,Date,Open,High,Low,Close,Adj Close,Volume
COST,Costco Wholesale,2020-06-29,297.440002,301.630005,296.829987,301.589996,288.050049,1841700
COST,Costco Wholesale,2020-06-30,301.010010,304.619995,300.140015,303.209991,289.597321,2391700
COST,Costco Wholesale,2020-07-01,302.500000,305.579987,300.750000,304.750000,291.068176,1906100
COST,Costco Wholesale,2020-07-02,306.000000,308.920013,304.600006,305.739990,292.013702,2540500
COST,Costco Wholesale,2020-07-06,307.529999,311.559998,307.239990,311.489990,297.505585,2332400
COST,Costco Wholesale,2020-07-07,310.019989,318.049988,309.720001,316.230011,302.032776,3346600
COST,Costco Wholesale,2020-07-08,317.140015,318.049988,314.010010,316.320007,302.118774,2364500
COST,Costco Wholesale,2020-07-09,320.000000,328.980011,319.679993,325.540009,310.924805,5313600
COST,Costco Wholesale,2020-07-10,326.000000,327.399994,323.109985,326.230011,311.583862,2484100
COST,Costco Wholesale,2020-07-13,326.299988,329.109985,321.500000,322.920013,308.422455,2583200
COST,Costco Wholesale,2020-07-14,321.320007,328.660004,320.450012,328.000000,313.274353,1844800
COST,Costco Wholesale,2020-07-15,328.100006,329.320007,325.619995,326.700012,312.032684,1770700
COST,Costco Wholesale,2020-07-16,326.619995,327.899994,324.059998,326.269989,311.622040,1402000
COST,Costco Wholesale,2020-07-17,327.299988,327.799988,324.579987,324.790009,310.208496,1768100
COST,Costco Wholesale,2020-07-20,324.890015,327.440002,322.660004,326.510010,311.851257,1863300
COST,Costco Wholesale,2020-07-21,327.000000,331.489990,326.500000,327.739990,313.026001,1874200
COST,Costco Wholesale,2020-07-22,329.649994,329.660004,325.010010,328.299988,313.560852,1312600
COST,Costco Wholesale,2020-07-23,328.100006,330.380005,325.329987,326.109985,311.469177,1561700
COST,Costco Wholesale,2020-07-24,326.220001,328.750000,324.670013,325.779999,311.153961,1423400
COST,Costco Wholesale,2020-07-27,325.679993,329.000000,325.179993,327.600006,312.892303,2083300
COST,Costco Wholesale,2020-07-28,327.970001,330.000000,325.820007,327.570007,312.863678,1374000
COST,Costco Wholesale,2020-07-29,327.019989,328.040009,325.390015,326.140015,311.497833,1341300
COST,Costco Wholesale,2020-07-30,322.690002,326.450012,322.000000,324.820007,310.904419,1390300
COST,Costco Wholesale,2020-07-31,324.820007,326.309998,322.549988,325.529999,311.584015,2149900
COST,Costco Wholesale,2020-08-03,325.549988,329.890015,324.299988,329.320007,315.211639,2480200
COST,Costco Wholesale,2020-08-04,329.559998,339.820007,328.920013,339.790009,325.233093,3933300
COST,Costco Wholesale,2020-08-05,341.859985,342.730011,337.589996,339.970001,325.405273,2923700
COST,Costco Wholesale,2020-08-06,342.410004,345.119995,341.609985,343.309998,328.602234,2104300
COST,Costco Wholesale,2020-08-07,343.140015,344.730011,339.630005,340.910004,326.305084,1759000
COST,Costco Wholesale,2020-08-10,340.709991,341.070007,338.579987,340.000000,325.434082,1503800
COST,Costco Wholesale,2020-08-11,340.850006,340.850006,331.799988,332.429993,318.188385,2065600
COST,Costco Wholesale,2020-08-12,333.750000,338.899994,333.170013,336.760010,322.332916,1853900
COST,Costco Wholesale,2020-08-13,336.989990,339.459991,335.130005,335.700012,321.318329,1536500
COST,Costco Wholesale,2020-08-14,336.529999,338.760010,335.600006,336.279999,321.873505,1522900
COST,Costco Wholesale,2020-08-17,337.649994,340.369995,337.359985,339.959991,325.395813,1504700
COST,Costco Wholesale,2020-08-18,341.000000,342.799988,336.809998,340.750000,326.151978,1489400
COST,Costco Wholesale,2020-08-19,341.119995,341.940002,339.950012,340.899994,326.295532,1730100
COST,Costco Wholesale,2020-08-20,340.140015,341.660004,338.739990,340.869995,326.266815,1717500
COST,Costco Wholesale,2020-08-21,340.070007,345.839996,339.329987,344.609985,329.846588,2372600
COST,Costco Wholesale,2020-08-24,345.109985,346.109985,342.109985,344.130005,329.387177,1461500
COST,Costco Wholesale,2020-08-25,344.140015,344.910004,341.459991,344.709991,329.942322,1176200
COST,Costco Wholesale,2020-08-26,343.010010,344.829987,341.690002,344.269989,329.521118,1757000
COST,Costco Wholesale,2020-08-27,345.609985,347.739990,342.549988,346.359985,331.521606,2220700
COST,Costco Wholesale,2020-08-28,347.470001,349.059998,345.500000,348.369995,333.445496,1487300
COST,Costco Wholesale,2020-08-31,346.850006,348.750000,344.290009,347.660004,332.765961,1586900
COST,Costco Wholesale,2020-09-01,345.709991,351.489990,345.410004,351.380005,336.326599,1773700
COST,Costco Wholesale,2020-09-02,353.609985,359.920013,351.309998,358.859985,343.486115,2434900
COST,Costco Wholesale,2020-09-03,363.070007,363.670013,345.519989,348.299988,333.378479,3630400
COST,Costco Wholesale,2020-09-04,353.980011,353.980011,340.399994,346.570007,331.722626,2557000
COST,Costco Wholesale,2020-09-08,343.839996,344.920013,338.179993,338.859985,324.342926,2144300
COST,Costco Wholesale,2020-09-09,340.899994,349.700012,340.390015,346.429993,331.588623,2100900
COST,Costco Wholesale,2020-09-10,346.269989,348.000000,338.760010,339.529999,324.984253,1959600
COST,Costco Wholesale,2020-09-11,340.279999,343.260010,336.100006,339.130005,324.601349,1599600
COST,Costco Wholesale,2020-09-14,340.989990,344.839996,340.470001,342.920013,328.228973,1522300
COST,Costco Wholesale,2020-09-15,345.019989,347.760010,342.750000,343.910004,329.176605,1362500
COST,Costco Wholesale,2020-09-16,347.269989,348.760010,343.250000,343.730011,329.004395,1656500
COST,Costco Wholesale,2020-09-17,339.579987,342.890015,336.369995,338.880005,324.362030,2681500
COST,Costco Wholesale,2020-09-18,340.200012,341.220001,331.200012,335.959991,321.567200,3409300
COST,Costco Wholesale,2020-09-21,333.970001,339.619995,333.709991,339.570007,325.022491,2427400
COST,Costco Wholesale,2020-09-22,340.700012,344.899994,339.589996,344.450012,329.693451,2128100
COST,Costco Wholesale,2020-09-23,348.000000,348.250000,344.059998,344.630005,329.865784,3577100
COST,Costco Wholesale,2020-09-24,345.000000,347.329987,338.309998,347.000000,332.134186,5779300
COST,Costco Wholesale,2020-09-25,340.739990,343.769989,335.359985,342.579987,327.903534,7338500
COST,Costco Wholesale,2020-09-28,343.760010,349.769989,343.100006,349.619995,334.641968,3459200
COST,Costco Wholesale,2020-09-29,348.950012,354.290009,347.100006,352.140015,337.053925,2526000
COST,Costco Wholesale,2020-09-30,352.559998,357.700012,351.170013,355.000000,339.791473,2525800
COST,Costco Wholesale,2020-10-01,356.260010,359.690002,354.820007,358.459991,343.103271,2053000
COST,Costco Wholesale,2020-10-02,354.730011,357.839996,352.850006,355.010010,339.801086,2125000
COST,Costco Wholesale,2020-10-05,355.329987,358.980011,355.329987,358.579987,343.218140,2093500
COST,Costco Wholesale,2020-10-06,361.899994,363.000000,357.040009,358.350006,342.997955,2760400
COST,Costco Wholesale,2020-10-07,360.470001,364.739990,359.660004,363.019989,347.467896,1959100
COST,Costco Wholesale,2020-10-08,364.799988,365.970001,361.750000,365.089996,349.449249,1793100
COST,Costco Wholesale,2020-10-09,366.000000,369.750000,365.700012,369.459991,353.631989,1730700
COST,Costco Wholesale,2020-10-12,371.000000,380.660004,370.769989,376.480011,360.351257,2806900
COST,Costco Wholesale,2020-10-13,378.420013,382.290009,376.480011,380.679993,364.371307,1823300
COST,Costco Wholesale,2020-10-14,382.890015,383.869995,376.700012,378.339996,362.131561,1904400
COST,Costco Wholesale,2020-10-15,376.459991,378.359985,373.059998,376.579987,360.446991,1697800
COST,Costco Wholesale,2020-10-16,380.500000,384.869995,379.119995,381.540009,365.194458,2459400
COST,Costco Wholesale,2020-10-19,382.029999,383.089996,374.709991,375.559998,359.470673,1938100
COST,Costco Wholesale,2020-10-20,377.690002,382.079987,376.119995,378.309998,362.102875,1282300
COST,Costco Wholesale,2020-10-21,378.559998,381.279999,377.019989,377.820007,361.633881,1466500
COST,Costco Wholesale,2020-10-22,377.350006,378.380005,372.029999,375.750000,359.652557,1813200
COST,Costco Wholesale,2020-10-23,375.609985,376.519989,373.559998,374.600006,358.551788,1108000
COST,Costco Wholesale,2020-10-26,366.679993,372.630005,366.119995,370.709991,354.828430,2145000
COST,Costco Wholesale,2020-10-27,368.769989,374.910004,368.769989,372.720001,356.752289,1525400
COST,Costco Wholesale,2020-10-28,367.329987,372.410004,364.670013,364.959991,349.324768,1908300
COST,Costco Wholesale,2020-10-29,363.230011,369.089996,362.510010,364.859985,349.900116,1838500
COST,Costco Wholesale,2020-10-30,361.130005,363.850006,355.790009,357.619995,342.957031,2724100
COST,Costco Wholesale,2020-11-02,362.220001,365.660004,360.709991,364.390015,349.449432,1646300
COST,Costco Wholesale,2020-11-03,368.940002,374.799988,367.890015,371.959991,356.709076,2013100
COST,Costco Wholesale,2020-11-04,374.019989,381.640015,374.000000,376.170013,360.746490,2449800
COST,Costco Wholesale,2020-11-05,382.480011,386.579987,379.500000,385.230011,369.434937,2255800
COST,Costco Wholesale,2020-11-06,381.880005,386.799988,380.890015,385.660004,369.847351,1950200
COST,Costco Wholesale,2020-11-09,388.250000,389.500000,364.760010,365.000000,350.034454,4371300
COST,Costco Wholesale,2020-11-10,363.880005,371.540009,360.589996,366.619995,351.588074,2662600
COST,Costco Wholesale,2020-11-11,369.679993,374.700012,368.160004,372.920013,357.629639,1688800
COST,Costco Wholesale,2020-11-12,376.950012,378.239990,373.500000,375.709991,360.305328,1535900
COST,Costco Wholesale,2020-11-13,376.519989,379.829987,374.989990,378.839996,363.306976,1274600
COST,Costco Wholesale,2020-11-16,376.910004,381.279999,376.910004,379.790009,364.218048,1691500
COST,Costco Wholesale,2020-11-17,387.320007,388.480011,381.790009,381.920013,366.260681,3299100
COST,Costco Wholesale,2020-11-18,382.890015,388.049988,381.730011,382.230011,366.557953,2134600
COST,Costco Wholesale,2020-11-19,383.609985,384.709991,380.309998,383.540009,367.814270,1768900
COST,Costco Wholesale,2020-11-20,383.950012,385.500000,381.010010,381.119995,365.493500,1807600
COST,Costco Wholesale,2020-11-23,383.000000,383.059998,380.339996,381.709991,366.059326,1679600
COST,Costco Wholesale,2020-11-24,383.690002,386.049988,380.709991,384.220001,368.466400,2061100
COST,Costco Wholesale,2020-11-25,385.790009,388.339996,385.559998,387.750000,371.851746,2034200
COST,Costco Wholesale,2020-11-27,390.459991,390.670013,387.750000,388.390015,372.465424,1329400
COST,Costco Wholesale,2020-11-30,391.750000,393.149994,385.230011,391.769989,375.706787,3733800
COST,Costco Wholesale,2020-12-01,384.500000,388.070007,381.179993,387.559998,381.404846,2996800
COST,Costco Wholesale,2020-12-02,385.470001,386.880005,381.570007,383.500000,377.409363,2212800
COST,Costco Wholesale,2020-12-03,378.000000,378.730011,373.279999,374.049988,368.109436,3976400
COST,Costco Wholesale,2020-12-04,375.209991,375.309998,371.890015,373.429993,367.499237,2839700
COST,Costco Wholesale,2020-12-07,374.269989,376.500000,372.649994,373.329987,367.400848,2652900
COST,Costco Wholesale,2020-12-08,373.950012,379.519989,370.750000,377.600006,371.603027,2685500
COST,Costco Wholesale,2020-12-09,379.880005,381.000000,372.799988,374.290009,368.345612,2461600
COST,Costco Wholesale,2020-12-10,374.290009,375.000000,371.559998,372.790009,366.869446,2566300
COST,Costco Wholesale,2020-12-11,379.769989,379.769989,372.540009,375.100006,369.142761,3483900
COST,Costco Wholesale,2020-12-14,376.559998,378.179993,373.209991,374.380005,368.434174,2778400
COST,Costco Wholesale,2020-12-15,374.500000,375.690002,369.299988,371.880005,365.973907,2133900
COST,Costco Wholesale,2020-12-16,371.160004,372.839996,368.850006,369.440002,363.572632,2385100
COST,Costco Wholesale,2020-12-17,370.260010,370.970001,368.000000,370.290009,364.409149,2314200
COST,Costco Wholesale,2020-12-18,371.100006,371.359985,365.929993,367.000000,361.171417,4140000
COST,Costco Wholesale,2020-12-21,365.089996,366.119995,361.809998,364.970001,359.173676,2329700
COST,Costco Wholesale,2020-12-22,364.100006,364.760010,360.609985,362.029999,356.280304,2105500
COST,Costco Wholesale,2020-12-23,362.450012,363.100006,359.500000,361.890015,356.142578,1782100
COST,Costco Wholesale,2020-12-24,361.410004,365.339996,361.410004,364.579987,358.789795,972500
COST,Costco Wholesale,2020-12-28,365.500000,371.690002,365.079987,371.059998,365.166840,3207700
COST,Costco Wholesale,2020-12-29,372.250000,373.260010,370.260010,372.720001,366.800537,2072600
COST,Costco Wholesale,2020-12-30,374.200012,375.859985,373.279999,374.450012,368.503082,1778000
COST,Costco Wholesale,2020-12-31,374.989990,377.040009,372.459991,376.779999,370.796051,1628900
COST,Costco Wholesale,2021-01-04,377.429993,381.549988,374.809998,380.149994,374.112518,3322200
COST,Costco Wholesale,2021-01-05,378.859985,380.209991,375.250000,375.739990,369.772552,2748400
COST,Costco Wholesale,2021-01-06,373.820007,375.799988,369.649994,370.019989,364.143402,2661400
COST,Costco Wholesale,2021-01-07,371.010010,371.649994,366.790009,367.920013,362.076752,2849500
COST,Costco Wholesale,2021-01-08,368.119995,370.260010,364.290009,369.940002,364.064728,2599700
COST,Costco Wholesale,2021-01-11,368.579987,371.000000,363.859985,364.010010,358.228912,2562500
COST,Costco Wholesale,2021-01-12,364.000000,365.070007,360.250000,364.200012,358.415863,2387600
COST,Costco Wholesale,2021-01-13,364.369995,368.739990,363.000000,366.950012,361.122192,1968800
COST,Costco Wholesale,2021-01-14,366.000000,366.500000,361.559998,362.350006,356.595276,2363900
COST,Costco Wholesale,2021-01-15,361.059998,364.910004,360.799988,362.160004,356.408264,2340400
COST,Costco Wholesale,2021-01-19,362.359985,362.950012,352.440002,354.470001,348.840363,4533800
COST,Costco Wholesale,2021-01-20,354.390015,361.899994,353.410004,361.299988,355.561890,2767200
COST,Costco Wholesale,2021-01-21,361.299988,363.989990,359.940002,362.799988,357.038116,2121600
COST,Costco Wholesale,2021-01-22,363.200012,364.630005,359.850006,362.299988,356.546051,1960300
COST,Costco Wholesale,2021-01-25,360.859985,361.959991,356.820007,361.880005,356.132690,2735900
COST,Costco Wholesale,2021-01-26,360.200012,365.899994,358.880005,364.980011,359.183502,1807000
COST,Costco Wholesale,2021-01-27,362.989990,365.799988,354.850006,356.390015,350.729889,3120800
COST,Costco Wholesale,2021-01-28,356.850006,361.609985,356.070007,357.059998,351.389252,2251100
COST,Costco Wholesale,2021-01-29,354.750000,356.290009,351.880005,352.429993,346.832794,2598700
COST,Costco Wholesale,2021-02-01,351.209991,352.790009,349.209991,350.519989,344.953125,2371200
COST,Costco Wholesale,2021-02-02,351.760010,357.700012,350.720001,355.579987,349.932739,1905000
COST,Costco Wholesale,2021-02-03,356.230011,357.529999,353.209991,355.209991,349.568634,1759800
COST,Costco Wholesale,2021-02-04,356.709991,358.380005,353.850006,355.850006,350.889923,3411600
COST,Costco Wholesale,2021-02-05,356.549988,356.850006,354.100006,355.170013,350.219452,2165600
COST,Costco Wholesale,2021-02-08,356.570007,360.040009,355.570007,359.829987,354.814453,2520700
COST,Costco Wholesale,2021-02-09,360.040009,361.670013,358.299988,359.559998,354.548279,2154000
COST,Costco Wholesale,2021-02-10,361.000000,361.000000,355.119995,356.119995,351.156189,2162400
COST,Costco Wholesale,2021-02-11,355.730011,356.500000,351.390015,352.200012,347.290802,2088400
COST,Costco Wholesale,2021-02-12,351.989990,352.980011,350.100006,352.750000,347.833160,2096600
COST,Costco Wholesale,2021-02-16,353.079987,355.359985,352.040009,354.000000,349.065735,1829000
COST,Costco Wholesale,2021-02-17,353.109985,358.170013,351.910004,358.040009,353.049469,2143000
COST,Costco Wholesale,2021-02-18,352.279999,358.200012,352.279999,356.920013,351.945068,1914900
COST,Costco Wholesale,2021-02-19,356.690002,357.929993,354.579987,354.769989,349.825012,1839400
COST,Costco Wholesale,2021-02-22,352.750000,353.290009,348.820007,350.209991,345.328522,2215600
COST,Costco Wholesale,2021-02-23,349.799988,351.000000,342.029999,342.149994,337.380890,3692600
COST,Costco Wholesale,2021-02-24,341.790009,342.500000,337.890015,340.700012,335.951111,3305800
COST,Costco Wholesale,2021-02-25,340.850006,343.000000,333.350006,333.899994,329.245880,3618100
COST,Costco Wholesale,2021-02-26,335.510010,335.890015,330.940002,331.000000,326.386322,3362200
COST,Costco Wholesale,2021-03-01,335.209991,336.000000,331.359985,331.769989,327.145599,4653200
COST,Costco Wholesale,2021-03-02,333.690002,334.690002,328.420013,328.459991,323.881714,4660100
COST,Costco Wholesale,2021-03-03,328.170013,328.420013,323.760010,323.920013,319.404999,4064200
COST,Costco Wholesale,2021-03-04,323.369995,325.600006,315.040009,319.040009,314.593048,5501200
COST,Costco Wholesale,2021-03-05,315.329987,318.429993,307.000000,317.320007,312.897003,8102800
COST,Costco Wholesale,2021-03-08,318.910004,322.329987,310.920013,311.420013,307.079285,4873500
COST,Costco Wholesale,2021-03-09,313.760010,320.279999,312.709991,318.779999,314.336700,5426800
COST,Costco Wholesale,2021-03-10,321.140015,327.390015,317.320007,323.829987,319.316284,4523500
COST,Costco Wholesale,2021-03-11,330.410004,331.250000,326.720001,328.649994,324.069092,4338900
COST,Costco Wholesale,2021-03-12,328.100006,331.630005,325.600006,331.140015,326.524384,3182100
COST,Costco Wholesale,2021-03-15,333.600006,333.679993,327.320007,330.510010,325.903168,3243000
COST,Costco Wholesale,2021-03-16,329.670013,330.029999,326.640015,327.250000,322.688599,3066700
COST,Costco Wholesale,2021-03-17,326.000000,330.500000,324.119995,329.190002,324.601532,2672400
COST,Costco Wholesale,2021-03-18,326.480011,328.140015,322.380005,322.980011,318.478088,2736900
COST,Costco Wholesale,2021-03-19,323.609985,329.250000,322.390015,328.910004,324.325470,4859300
COST,Costco Wholesale,2021-03-22,328.450012,336.170013,328.190002,334.489990,329.827698,4064900
COST,Costco Wholesale,2021-03-23,333.890015,342.510010,333.799988,340.339996,335.596161,3641200
COST,Costco Wholesale,2021-03-24,342.220001,342.510010,336.829987,338.040009,333.328186,3006400
COST,Costco Wholesale,2021-03-25,337.809998,347.779999,337.269989,346.339996,341.512512,4307100
COST,Costco Wholesale,2021-03-26,346.209991,352.459991,344.100006,352.019989,347.113342,3061200
COST,Costco Wholesale,2021-03-29,351.450012,357.769989,351.010010,356.149994,351.185760,3012000
COST,Costco Wholesale,2021-03-30,353.579987,354.769989,348.839996,349.750000,344.874969,2602400
COST,Costco Wholesale,2021-03-31,350.660004,357.450012,349.230011,352.480011,347.566986,2832200
COST,Costco Wholesale,2021-04-01,352.540009,357.320007,351.630005,354.940002,349.992645,2938600
COST,Costco Wholesale,2021-04-05,357.500000,362.670013,356.839996,360.820007,355.790680,2705700
COST,Costco Wholesale,2021-04-06,359.799988,362.799988,359.000000,360.119995,355.100494,2142000
COST,Costco Wholesale,2021-04-07,360.869995,361.459991,357.609985,358.809998,353.808716,1808400
COST,Costco Wholesale,2021-04-08,362.799988,366.019989,359.600006,361.220001,356.185059,2839200
COST,Costco Wholesale,2021-04-09,360.910004,363.709991,359.600006,363.209991,358.147369,1610800
COST,Costco Wholesale,2021-04-12,362.839996,365.250000,361.339996,364.809998,359.725128,1836600
COST,Costco Wholesale,2021-04-13,365.339996,367.299988,364.269989,365.209991,360.119476,1796400
COST,Costco Wholesale,2021-04-14,364.850006,364.850006,362.549988,363.170013,358.107941,1509400
COST,Costco Wholesale,2021-04-15,364.880005,369.549988,364.269989,368.799988,363.659454,1850100
COST,Costco Wholesale,2021-04-16,369.700012,372.799988,368.579987,370.720001,365.552704,2249200
COST,Costco Wholesale,2021-04-19,371.000000,371.529999,368.200012,369.549988,364.399017,1560000
COST,Costco Wholesale,2021-04-20,369.000000,375.359985,368.730011,371.730011,366.548645,2330700
COST,Costco Wholesale,2021-04-21,371.609985,374.579987,371.470001,374.089996,368.875732,1531800
COST,Costco Wholesale,2021-04-22,374.339996,375.440002,370.029999,371.260010,366.085144,2138000
COST,Costco Wholesale,2021-04-23,371.260010,374.850006,370.410004,373.279999,368.076965,1404500
COST,Costco Wholesale,2021-04-26,373.899994,373.899994,368.209991,368.519989,363.383331,2059700
COST,Costco Wholesale,2021-04-27,368.170013,370.959991,365.290009,370.209991,365.049774,1875900
COST,Costco Wholesale,2021-04-28,369.549988,370.500000,368.179993,369.589996,364.438477,1305600
COST,Costco Wholesale,2021-04-29,368.540009,374.709991,368.529999,373.540009,369.122345,1848300
COST,Costco Wholesale,2021-04-30,372.910004,374.160004,371.329987,372.089996,367.689484,2118900
COST,Costco Wholesale,2021-05-03,373.839996,379.619995,372.890015,379.320007,374.834045,2685800
COST,Costco Wholesale,2021-05-04,379.029999,379.230011,373.750000,375.290009,370.851685,2133800
COST,Costco Wholesale,2021-05-05,376.350006,377.519989,372.049988,372.500000,368.094666,1905300
COST,Costco Wholesale,2021-05-06,373.190002,382.940002,373.190002,382.760010,378.233368,2641400
COST,Costco Wholesale,2021-05-07,382.829987,386.450012,382.200012,384.320007,379.774933,1817100
COST,Costco Wholesale,2021-05-10,385.489990,387.890015,381.279999,381.480011,376.968475,1998700
COST,Costco Wholesale,2021-05-11,379.309998,380.920013,376.000000,378.179993,373.707520,1859700
COST,Costco Wholesale,2021-05-12,376.000000,376.940002,371.109985,372.200012,367.798248,2344600
COST,Costco Wholesale,2021-05-13,373.089996,381.440002,371.570007,379.529999,375.041565,2023100
COST,Costco Wholesale,2021-05-14,382.140015,385.820007,380.100006,384.420013,379.873718,1876100
COST,Costco Wholesale,2021-05-17,385.040009,387.049988,382.899994,383.959991,379.419159,1830800
COST,Costco Wholesale,2021-05-18,386.450012,389.450012,382.510010,382.809998,378.282715,1698200
COST,Costco Wholesale,2021-05-19,377.149994,381.730011,376.130005,379.660004,375.169983,1725000
COST,Costco Wholesale,2021-05-20,379.179993,384.519989,378.279999,383.579987,379.043610,1427300
COST,Costco Wholesale,2021-05-21,385.049988,385.350006,380.429993,380.720001,376.217438,1706600
COST,Costco Wholesale,2021-05-24,384.339996,385.760010,381.890015,383.450012,378.915222,1657000
COST,Costco Wholesale,2021-05-25,383.619995,385.739990,382.029999,385.380005,380.822327,1379700
COST,Costco Wholesale,2021-05-26,385.859985,387.750000,385.019989,385.619995,381.059509,1648000
COST,Costco Wholesale,2021-05-27,385.130005,387.769989,383.500000,387.500000,382.917267,4452000
COST,Costco Wholesale,2021-05-28,384.149994,385.309998,377.029999,378.269989,373.796417,4681200
COST,Costco Wholesale,2021-06-01,379.929993,380.200012,375.500000,378.230011,373.756927,2117800
COST,Costco Wholesale,2021-06-02,378.380005,381.920013,377.709991,380.589996,376.088989,1881000
COST,Costco Wholesale,2021-06-03,379.640015,384.190002,378.859985,383.869995,379.330231,1780300
COST,Costco Wholesale,2021-06-04,384.190002,387.760010,383.709991,387.519989,382.937012,1765900
COST,Costco Wholesale,2021-06-07,385.470001,386.450012,378.570007,380.399994,375.901245,2515800
COST,Costco Wholesale,2021-06-08,380.410004,381.209991,377.690002,379.700012,375.209534,1553800
COST,Costco Wholesale,2021-06-09,380.209991,381.779999,379.130005,379.959991,375.466461,1398900
COST,Costco Wholesale,2021-06-10,380.269989,383.359985,379.489990,383.010010,378.480408,1404000
COST,Costco Wholesale,2021-06-11,383.859985,383.859985,380.529999,381.829987,377.314301,1404200
COST,Costco Wholesale,2021-06-14,380.790009,383.980011,379.079987,383.760010,379.221497,1652600
COST,Costco Wholesale,2021-06-15,383.760010,384.500000,381.559998,383.910004,379.369751,1252000
COST,Costco Wholesale,2021-06-16,384.399994,386.440002,377.119995,379.410004,374.922943,1801700
COST,Costco Wholesale,2021-06-17,380.380005,386.470001,379.209991,384.750000,380.199768,1686500
COST,Costco Wholesale,2021-06-18,384.750000,384.910004,380.299988,380.880005,376.375580,3415700
COST,Costco Wholesale,2021-06-21,382.250000,387.649994,380.559998,386.799988,382.225586,1631600
COST,Costco Wholesale,2021-06-22,387.019989,392.500000,386.559998,392.179993,387.541901,1934800
COST,Costco Wholesale,2021-06-23,393.000000,393.440002,390.589996,391.970001,387.334442,1538000
COST,Costco Wholesale,2021-06-24,393.420013,395.500000,391.799988,392.070007,387.433258,1487300
COST,Costco Wholesale,2021-06-25,392.970001,394.549988,391.250000,394.510010,389.844391,2056100
COST,Costco Wholesale,2021-06-28,395.000000,397.420013,393.130005,396.540009,391.850372,1645500
COST,Costco Wholesale,2021-06-29,396.299988,399.440002,395.470001,398.790009,394.073761,1523600
COST,Costco Wholesale,2021-06-30,397.970001,400.470001,395.000000,395.670013,390.990692,2031700
COST,Costco Wholesale,2021-07-01,396.299988,397.690002,393.880005,394.529999,389.864136,1523400
COST,Costco Wholesale,2021-07-02,396.209991,400.769989,396.109985,398.940002,394.221985,1676600
COST,Costco Wholesale,2021-07-06,399.839996,401.399994,397.109985,398.859985,394.142944,2113100
COST,Costco Wholesale,2021-07-07,399.200012,406.119995,399.200012,404.679993,399.894073,2308600
COST,Costco Wholesale,2021-07-08,403.500000,408.640015,403.160004,407.149994,402.334869,2235500
COST,Costco Wholesale,2021-07-09,408.549988,414.000000,407.589996,412.369995,407.493164,2304200
COST,Costco Wholesale,2021-07-12,414.040009,414.350006,404.529999,407.880005,403.056244,2491300
COST,Costco Wholesale,2021-07-13,404.700012,409.290009,404.700012,407.059998,402.245941,1540300
COST,Costco Wholesale,2021-07-14,408.579987,410.470001,407.260010,409.950012,405.101807,1265800
COST,Costco Wholesale,2021-07-15,410.459991,412.200012,407.880005,411.820007,406.949677,1894100
COST,Costco Wholesale,2021-07-16,412.119995,413.420013,409.769989,410.369995,405.516815,1413900
COST,Costco Wholesale,2021-07-19,410.059998,415.320007,410.049988,414.149994,409.252106,2293100
COST,Costco Wholesale,2021-07-20,414.000000,418.070007,412.850006,416.239990,411.317383,2045400
COST,Costco Wholesale,2021-07-21,417.109985,417.109985,412.220001,415.010010,410.101929,1480000
COST,Costco Wholesale,2021-07-22,416.000000,418.600006,413.549988,417.540009,412.602051,1339200
COST,Costco Wholesale,2021-07-23,418.290009,423.989990,417.049988,423.429993,418.422333,1344500
COST,Costco Wholesale,2021-07-26,423.399994,424.500000,420.350006,423.230011,418.224701,1220000
COST,Costco Wholesale,2021-07-27,424.000000,424.559998,421.600006,424.339996,419.321594,1666500
COST,Costco Wholesale,2021-07-28,423.269989,424.859985,420.540009,422.220001,417.226715,1362700
COST,Costco Wholesale,2021-07-29,421.679993,425.850006,420.359985,425.279999,421.038300,1434200
COST,Costco Wholesale,2021-07-30,425.980011,431.500000,425.940002,429.720001,425.433960,2283900
COST,Costco Wholesale,2021-08-02,430.619995,430.709991,425.480011,428.920013,424.641937,1366900
COST,Costco Wholesale,2021-08-03,429.920013,436.799988,429.119995,435.070007,430.730652,1448100
COST,Costco Wholesale,2021-08-04,436.000000,437.989990,432.890015,435.040009,430.700897,1280500
COST,Costco Wholesale,2021-08-05,437.750000,443.500000,436.730011,443.190002,438.769592,1742600
COST,Costco Wholesale,2021-08-06,442.730011,443.459991,438.899994,439.630005,435.245117,1789800
COST,Costco Wholesale,2021-08-09,440.649994,442.779999,439.309998,440.470001,436.076752,1472500
COST,Costco Wholesale,2021-08-10,440.660004,443.799988,440.660004,443.029999,438.611206,1893700
COST,Costco Wholesale,2021-08-11,445.500000,448.000000,441.799988,444.299988,439.868530,2267500
COST,Costco Wholesale,2021-08-12,443.000000,446.630005,442.250000,445.359985,440.917999,1230700
COST,Costco Wholesale,2021-08-13,445.779999,448.359985,444.540009,447.820007,443.353485,1309300
COST,Costco Wholesale,2021-08-16,447.910004,453.190002,447.049988,452.859985,448.343170,1515600
COST,Costco Wholesale,2021-08-17,452.859985,453.779999,449.700012,452.339996,447.828369,1936700
COST,Costco Wholesale,2021-08-18,450.959991,455.239990,445.899994,446.209991,441.759491,2030100
COST,Costco Wholesale,2021-08-19,442.950012,455.500000,441.309998,454.260010,449.729218,1953700
COST,Costco Wholesale,2021-08-20,455.489990,460.619995,453.660004,458.989990,454.412018,1911200
